iter	Logloss
378	0.1879426486
379	0.1877705235
380	0.1867848295
381	0.1854899996
382	0.1848004108
383	0.1845335508
384	0.1830559082
385	0.1817751577
386	0.181770824
387	0.180834987
388	0.1804547579
389	0.1801516738
390	0.1792835029
391	0.1790409043
392	0.178079921
393	0.1778142345
394	0.176779953
395	0.1755464284
396	0.1743208699
397	0.1732715508
398	0.1725383379
399	0.1722759687
400	0.1719452602
401	0.1707723044
402	0.1701920321
403	0.169943123
404	0.1691646632
405	0.1689774769
406	0.1681130217
407	0.1670272275
408	0.1662074826
409	0.165789861
410	0.1657293816
411	0.1649615462
412	0.1638429145
413	0.1626791644
414	0.1624096742
415	0.1622455158
416	0.1615516818
417	0.1609885425
418	0.1599381735
419	0.1594096066
420	0.1588314762
421	0.1577818305
422	0.156859353
423	0.1559736798
424	0.1552151015
425	0.1547894269
426	0.1547342302
427	0.1545112422
428	0.1533889938
429	0.1525275317
430	0.1521202374
431	0.1513737827
432	0.1510948573
433	0.1505654621
434	0.1503304693
435	0.1495442155
436	0.1490114134
437	0.1484387603
438	0.1481664802
439	0.1477592424
440	0.1470663144
441	0.1465320899
442	0.1458244238
443	0.1458105889
444	0.1451188499
445	0.1451174569
446	0.1443574116
447	0.1441685393
448	0.1439638731
449	0.1435763311
450	0.1435736244
451	0.1435725303
452	0.143519949
453	0.1435189436
454	0.1434113605
455	0.1425275913
456	0.1421938006
457	0.1421513894
458	0.1421231335
459	0.141638633
460	0.1416291347
461	0.1410589796
462	0.1408672165
463	0.1402237774
464	0.1402179565
465	0.1402170646
466	0.1393655772
467	0.138694397
468	0.1385256597
469	0.1381896905
470	0.1381526578
471	0.1368269199
472	0.1360158896
473	0.1358159811
474	0.1355017938
475	0.1354710839
476	0.1354663319
477	0.1349149758
478	0.1348850924
479	0.1348314583
480	0.1347674203
481	0.1347643435
482	0.1345289737
483	0.1341543331
484	0.1341480486
485	0.1334070153
486	0.13338786
487	0.1330946007
488	0.1330936433
489	0.1330120382
490	0.1330090341
491	0.1330065139
492	0.1324454962
493	0.1314652769
494	0.1314472796
495	0.1310704513
496	0.1306961296
497	0.1299390494
498	0.1297121681
499	0.1285484684
500	0.1283057186
501	0.1279950967
502	0.1279723781
503	0.1279697273
504	0.1277471342
505	0.1277411799
506	0.1274998394
507	0.1273757204
508	0.1269355917
509	0.1264525849
510	0.1258477984
511	0.1253210001
512	0.1251039595
513	0.1251004537
514	0.124715002
515	0.1238208575
516	0.1235631482
517	0.1233843179
518	0.1233839769
519	0.12337608
520	0.1233154892
521	0.1233139215
522	0.1231747962
523	0.1231638399
524	0.1228408746
525	0.1228345428
526	0.1226667285
527	0.1226562937
528	0.1224435168
529	0.1221693722
530	0.1221339561
531	0.1220066812
532	0.1217040512
533	0.1214871809
534	0.1213898507
535	0.1205880644
536	0.1205798207
537	0.1205768051
538	0.1201351335
539	0.1200781903
540	0.11945466
541	0.1193239781
542	0.1193226138
543	0.1193104267
544	0.1186691171
545	0.1184703605
546	0.1184650349
547	0.118457654
548	0.1181180127
549	0.1180717855
550	0.1178496671
551	0.1178030101
552	0.1175546221
553	0.1174489373
554	0.117446816
555	0.1171813872
556	0.1168626199
557	0.1167251016
558	0.1166580669
559	0.116551079
560	0.115857502
561	0.115090341
562	0.115053262
563	0.1145053613
564	0.113929906
565	0.1132782628
566	0.11301603
567	0.1125629147
568	0.1119595407
569	0.1114766311
570	0.1112458887
571	0.1107935368
572	0.1106322987
573	0.1101272691
574	0.1097226395
575	0.1095652057
576	0.1089930571
577	0.108522343
578	0.1084683948
579	0.108258054
580	0.1082255649
581	0.1077167969
582	0.1075751337
583	0.1072220173
584	0.1071062154
585	0.1066376599
586	0.1064499644
587	0.1063819308
588	0.1057031108
589	0.1053313752
590	0.1051964188
591	0.1051830628
592	0.1050264176
593	0.104856683
594	0.1047627371
595	0.1043020985
596	0.1038670167
597	0.1036344573
598	0.1033909017
599	0.1033908945
600	0.1032048621
601	0.1030464377
602	0.1030389264
603	0.1028134418
604	0.1020743525
605	0.1020714801
606	0.1015707301
607	0.1014663877
608	0.1013314092
609	0.1009973798
610	0.1007683574
611	0.1004327668
612	0.1003262344
613	0.1003075238
614	0.1000416613
615	0.09973302927
616	0.09973090811
617	0.09932949546
618	0.09931623645
619	0.09920520464
620	0.09916355385
621	0.09895886323
622	0.09875263343
623	0.09869834499
624	0.09869231913
625	0.09858806724
626	0.09840240789
627	0.09840136895
628	0.09825571183
629	0.09775157803
630	0.09759716585
631	0.09747606109
632	0.09721079198
633	0.09696106968
634	0.09661300074
635	0.09609803964
636	0.096079019
637	0.09593469507
638	0.09551581588
639	0.09526879275
640	0.0951026911
641	0.09481652951
642	0.09441615375
643	0.09408529022
644	0.09366072968
645	0.09338576983
646	0.09329619401
647	0.09323116979
648	0.09309243117
649	0.09289288164
650	0.09260578097
651	0.09237400959
652	0.09191524463
653	0.0918114159
654	0.09176864404
655	0.09166249253
656	0.09161356843
657	0.09119416165
658	0.09060874956
659	0.09040443578
660	0.09027594177
661	0.09012147126
662	0.08998703874
663	0.08985943879
664	0.08957065222
665	0.08913531343
666	0.08886178747
667	0.08876874199
668	0.0887444534
669	0.08852969951
670	0.08823666874
671	0.08817062175
672	0.08788696654
673	0.08783546609
674	0.08733227083
675	0.08705033204
676	0.08684765105
677	0.08658236539
678	0.08638825762
679	0.08612400563
680	0.08601325394
681	0.08592806995
682	0.08591769493
683	0.08573952197
684	0.08543082491
685	0.08535999274
686	0.08519070395
687	0.0847461217
688	0.08461987607
689	0.08448511303
690	0.0844443551
691	0.08415311919
692	0.08414117216
693	0.08413878656
694	0.08407291434
695	0.08406907173
696	0.08406808195
697	0.08392978932
698	0.08392695058
699	0.08392174201
700	0.08372772695
701	0.08362188277
702	0.08336243352
703	0.08334540914
704	0.08322804196
705	0.08318658993
706	0.08313021283
707	0.08292851351
708	0.0827263454
709	0.08247500877
710	0.08243361822
711	0.08200763776
712	0.08185163356
713	0.0815354984
714	0.08153294004
715	0.0814066451
716	0.08116849445
717	0.08116102231
718	0.08096212531
719	0.08092941443
720	0.08062940005
721	0.08062902136
722	0.08033559608
723	0.08010104964
724	0.07989678541
725	0.07966251578
726	0.07934687591
727	0.07900109375
728	0.0789011059
729	0.07875814864
730	0.07848376158
731	0.0781008359
732	0.07804788251
733	0.07782933003
734	0.07768781175
735	0.07764924624
736	0.07753394457
737	0.07742575197
738	0.07707584001
739	0.07697018405
740	0.0767827953
741	0.07655832694
742	0.07647240482
743	0.07641495739
744	0.0763534241
745	0.07620106337
746	0.07615235426
747	0.07583005939
748	0.0757442285
749	0.07548748925
750	0.07542189452
751	0.07531744195
752	0.07491505073
753	0.07456695241
754	0.07449214832
755	0.07425040138
756	0.07395309253
757	0.07375479981
758	0.07360068615
759	0.07331849
760	0.07297798345
761	0.07293850162
762	0.07273834196
763	0.07264397897
764	0.07260727515
765	0.07254425025
766	0.07242276516
767	0.07229625798
768	0.07220718946
769	0.07210517215
770	0.07172660377
771	0.07170043402
772	0.07163923145
773	0.0715704967
774	0.07129546387
775	0.07124157362
776	0.07120168284
777	0.07117856311
778	0.07086690724
779	0.07082883928
780	0.07078464079
781	0.07072740545
782	0.07045766649
783	0.07027003899
784	0.07025660679
785	0.07017826636
786	0.0700047382
787	0.06996441562
788	0.06957124896
789	0.06939491208
790	0.06903542467
791	0.06896262588
792	0.06892624787
793	0.06884231107
794	0.06859555091
795	0.06836031304
796	0.06814034528
797	0.06804072364
798	0.0677088808
799	0.06766335341
800	0.06765152768
801	0.06759376023
802	0.06739406753
803	0.06703211788
804	0.06700934968
805	0.06697203459
806	0.06691956606
807	0.06687801418
808	0.06683399273
809	0.0667607598
810	0.06668810479
811	0.06637570644
812	0.06623260124
813	0.06595342179
814	0.06561727567
815	0.06555772266
816	0.0651905096
817	0.06504779882
818	0.06495865357
819	0.06483902526
820	0.06474031294
821	0.06467548399
822	0.06462049225
823	0.06444896358
824	0.06439651778
825	0.06423370035
826	0.06418790482
827	0.06411796803
828	0.06386019444
829	0.06372121519
830	0.0637086142
831	0.06356429471
832	0.0633594257
833	0.06304968728
834	0.0630036852
835	0.06280380269
836	0.06273207595
837	0.06248583638
838	0.0624490805
839	0.06220093001
840	0.06208910988
841	0.0618010102
842	0.0615788231
843	0.06137169301
844	0.06122226396
845	0.06106894696
846	0.06091021629
847	0.0607694413
848	0.06069513679
849	0.06066863267
850	0.06055847298
851	0.06036120148
852	0.06023297393
853	0.06012650173
854	0.05983588738
855	0.05972865797
856	0.05946316685
857	0.05920802382
858	0.05907071364
859	0.0589790059
860	0.05870202029
861	0.05849506375
862	0.05823690202
863	0.05799030345
864	0.05783381527
865	0.05752208815
866	0.05746987904
867	0.05735555451
868	0.05712007673
869	0.05688001432
870	0.05665099208
871	0.05659259663
872	0.05642261867
873	0.05637827962
874	0.05616059615
875	0.05606767901
876	0.0560249549
877	0.05588035216
878	0.05569755932
879	0.05556055925
880	0.05537982396
881	0.05523143305
882	0.05512290501
883	0.05506847757
884	0.05503885752
885	0.05501383191
886	0.05477907263
887	0.0547780057
888	0.05471503947
889	0.05464049996
890	0.05460732902
891	0.05454752558
892	0.05451226668
893	0.05433168972
894	0.05429785983
895	0.05412836001
896	0.0540896626
897	0.05405530755
898	0.05391622769
899	0.05385421867
900	0.05378444769
901	0.0537273176
902	0.05369662826
903	0.05357380358
904	0.05354799354
905	0.05326633845
906	0.05304726644
907	0.05300064675
908	0.05291909495
909	0.05273036562
910	0.05267841162
911	0.0525443882
912	0.05241535086
913	0.05231450561
914	0.05227645773
915	0.05212440198
916	0.05206786358
917	0.0520012835
918	0.05197199788
919	0.05194281224
920	0.05179119439
921	0.05171342515
922	0.0516493467
923	0.05161179861
924	0.05149084051
925	0.05139391862
926	0.05125071499
927	0.05113334851
928	0.05110451495
929	0.05102101209
930	0.05099194285
931	0.0509642857
932	0.05089300543
933	0.05085153821
934	0.05062719014
935	0.05060135462
936	0.05054206668
937	0.05043460005
938	0.05024522663
939	0.05011439598
940	0.05001115758
941	0.04986499969
942	0.0497520835
943	0.04967896388
944	0.0496351816
945	0.0496303172
946	0.04953425712
947	0.04939913256
948	0.04937041709
949	0.0492918707
950	0.04908205261
951	0.04905237069
952	0.04900982185
953	0.04894994038
954	0.04885213328
955	0.04872496486
956	0.04858951112
957	0.04851652424
958	0.04844688874
959	0.04842105473
960	0.04839849453
961	0.04838345104
962	0.04833189094
963	0.04823248285
964	0.04820114679
965	0.04815562394
966	0.04812221631
967	0.04808059687
968	0.04798959021
969	0.04794279667
970	0.04787537468
971	0.04780845419
972	0.04768271635
973	0.04761120766
974	0.04747796707
975	0.04743053107
976	0.04736647045
977	0.04730626263
978	0.04721212627
979	0.04716400634
980	0.04712661601
981	0.04702265091
982	0.04691358353
983	0.04678488165
984	0.04674946852
985	0.04670048933
986	0.04663604147
987	0.04651722462
988	0.04646028042
989	0.04637472202
990	0.04634248912
991	0.04619167386
992	0.04612785631
993	0.04598128112
994	0.04592679119
995	0.04587283569
996	0.04580738123
997	0.04574636898
998	0.04570424439
999	0.04569845802
1000	0.04560288796
1001	0.04558337561
1002	0.04557745757
1003	0.0453997155
1004	0.04530939467
1005	0.04520937438
1006	0.04516035429
1007	0.04511498609
1008	0.04492712831
1009	0.04481238257
1010	0.04463949881
1011	0.04458412729
1012	0.04447928826
1013	0.04440158197
1014	0.0443800115
1015	0.04436358612
1016	0.04430750201
1017	0.04429968269
1018	0.04423035315
1019	0.04418100688
1020	0.04410803085
1021	0.04404189941
1022	0.04402653812
1023	0.0439917906
1024	0.04394462721
1025	0.0438641231
1026	0.04380672084
1027	0.04375022927
1028	0.04372009727
1029	0.04365558772
1030	0.04357525428
1031	0.04349098877
1032	0.04344329947
1033	0.0434208088
1034	0.04337618531
1035	0.04320655673
1036	0.04314827242
1037	0.04306893889
1038	0.04303997946
1039	0.04301182444
1040	0.04291743048
1041	0.04287639186
1042	0.04280410518
1043	0.04276738195
1044	0.04268804415
1045	0.04262265254
1046	0.04256423181
1047	0.04250396463
1048	0.04237117997
1049	0.04231952499
1050	0.04229853897
1051	0.04229006148
1052	0.04213707187
1053	0.04212639775
1054	0.04208556219
1055	0.04195478307
1056	0.04192926136
1057	0.04177228331
1058	0.04165819845
1059	0.0415105986
1060	0.04141760744
1061	0.04133102417
1062	0.04125595318
1063	0.04115045165
1064	0.04113727449
1065	0.04109709222
1066	0.04106332341
1067	0.04102939687
1068	0.04094732405
1069	0.04087929632
1070	0.04083859665
1071	0.04083686167
1072	0.04075903417
1073	0.04073197163
1074	0.04066716624
1075	0.04054507451
1076	0.04050498854
1077	0.04046865307
1078	0.04042503851
1079	0.04033999531
1080	0.04026062183
1081	0.0402239745
1082	0.04014332139
1083	0.04009004226
1084	0.03996939834
1085	0.03995445335
1086	0.03989839978
1087	0.03989570611
1088	0.03989419274
1089	0.03987790014
1090	0.0398257168
1091	0.03976586729
1092	0.03965224093
1093	0.03963277464
1094	0.0396121892
1095	0.03951577899
1096	0.03950064429
1097	0.03946467949
1098	0.03940858893
1099	0.03929382383
1100	0.03921810454
1101	0.0391538732
1102	0.03913569719
1103	0.03908396445
1104	0.03894654593
1105	0.03887225922
1106	0.03885631391
1107	0.03881845351
1108	0.03881017704
1109	0.03875630849
1110	0.03873399329
1111	0.03872345268
1112	0.03865013222
1113	0.0386333488
1114	0.0385596202
1115	0.03845286909
1116	0.03840378629
1117	0.03831552516
1118	0.03825379809
1119	0.03823157594
1120	0.03821033462
1121	0.03816175036
1122	0.03815458284
1123	0.03810507331
1124	0.0380914994
1125	0.03804489682
1126	0.03803281511
1127	0.03800818439
1128	0.03796882995
1129	0.03788375443
1130	0.03786454325
1131	0.03785210442
1132	0.03783891426
1133	0.03782470266
1134	0.0377323975
1135	0.0376787207
1136	0.03763656396
1137	0.0375359604
1138	0.03751909437
1139	0.03750396838
1140	0.0374801437
1141	0.0374265714
1142	0.03735815633
1143	0.03733227708
1144	0.03730754681
1145	0.03729915235
1146	0.03728088132
1147	0.03721401115
1148	0.03717989838
1149	0.03716590259
1150	0.03714568835
1151	0.03713935236
1152	0.03701778285
1153	0.0369424658
1154	0.03691063891
1155	0.03689863337
1156	0.03682476132
1157	0.03680287517
1158	0.03679131116
1159	0.03674824882
1160	0.03671669206
1161	0.03671014262
1162	0.03665059148
1163	0.03659382466
1164	0.03655824449
1165	0.03652182664
1166	0.03644723568
1167	0.03640343204
1168	0.03633253832
1169	0.03627558163
1170	0.0361630846
1171	0.03611699792
1172	0.03610247636
1173	0.03609469086
1174	0.03607986636
1175	0.03598806864
1176	0.03592463616
1177	0.03585071129
1178	0.03578276683
1179	0.03571396084
1180	0.03570754922
1181	0.03568318574
1182	0.03562895288
1183	0.03562141223
1184	0.03560462812
1185	0.03554507179
1186	0.03547911037
1187	0.03545108146
1188	0.03533846202
1189	0.03529834549
1190	0.03518391975
1191	0.0351425041
1192	0.03513276121
1193	0.03509300178
1194	0.03504580604
1195	0.0349193261
1196	0.03490106571
1197	0.03485621021
1198	0.03477550838
1199	0.03476031553
1200	0.03467870264
1201	0.0346492768
1202	0.03462050641
1203	0.034601906
1204	0.03449799552
1205	0.03437875616
1206	0.0343353864
1207	0.03423991661
1208	0.03419787717
1209	0.03415945139
1210	0.03409607737
1211	0.03405004548
1212	0.03404301842
1213	0.03401993343
1214	0.03399775019
1215	0.03394597293
1216	0.03387943171
1217	0.03387290393
1218	0.033772022
1219	0.03373532744
1220	0.03366074287
1221	0.03364737105
1222	0.03362856134
1223	0.03359040338
1224	0.03353300597
1225	0.03352668673
1226	0.0335149271
1227	0.03345759012
1228	0.03345122863
1229	0.03343270913
1230	0.03341716519
1231	0.0334110811
1232	0.03333558896
1233	0.03323712837
1234	0.0332096971
1235	0.03314984761
1236	0.03313389444
1237	0.0330934194
1238	0.03308538986
1239	0.03303285549
1240	0.03296262285
1241	0.03293595294
1242	0.0328962651
1243	0.0328423631
1244	0.03277352983
1245	0.03276661735
1246	0.03273517285
1247	0.03272026144
1248	0.03271562504
1249	0.03269858154
1250	0.03266899884
1251	0.03266358654
1252	0.0326459041
1253	0.03255018062
1254	0.03248584746
1255	0.03247255296
1256	0.03245479593
1257	0.03244954818
1258	0.03244342906
1259	0.03243839571
1260	0.03237924712
1261	0.03233498961
1262	0.0323164268
1263	0.03228243379
1264	0.03226228633
1265	0.03219284874
1266	0.03217999098
1267	0.0321401065
1268	0.03211028625
1269	0.0320796519
1270	0.03206844761
1271	0.03205586302
1272	0.03200181174
1273	0.03191367422
1274	0.03190055274
1275	0.03183102191
1276	0.03178105505
1277	0.0317082803
1278	0.03169760453
1279	0.03164482913
1280	0.03154240679
1281	0.03150542767
1282	0.03147681895
1283	0.03144866406
1284	0.03142820639
1285	0.03142033706
1286	0.03139349528
1287	0.03136941303
1288	0.03129305488
1289	0.03127236879
1290	0.0312068653
1291	0.03116362964
1292	0.0311203474
1293	0.03108838822
1294	0.03107965537
1295	0.03107116183
1296	0.03099158062
1297	0.03095393017
1298	0.03092867502
1299	0.03083648258
1300	0.0307996452
1301	0.03079704076
1302	0.030776905
1303	0.03077003006
1304	0.03074341594
1305	0.03073066979
1306	0.03071365695
1307	0.03070808679
1308	0.03070367214
1309	0.03069649834
1310	0.03065996742
1311	0.03063570777
1312	0.03057822465
1313	0.03056993888
1314	0.03054672231
1315	0.03042662647
1316	0.03041483156
1317	0.03040007315
1318	0.03038690378
1319	0.03031216261
1320	0.03028899136
1321	0.03027068618
1322	0.03022271418
1323	0.03017170586
1324	0.03015402819
1325	0.03012766205
1326	0.03012107612
1327	0.03009563745
1328	0.03005146564
1329	0.02998841972
1330	0.02996450108
1331	0.02994957084
1332	0.02984439058
1333	0.02978882541
1334	0.02976567762
1335	0.02976191109
1336	0.02974106087
1337	0.02971605172
1338	0.02971235079
1339	0.02966906337
1340	0.02959870647
1341	0.0295772453
1342	0.02957365464
1343	0.02953049345
1344	0.02948258918
1345	0.02941603822
1346	0.02938174249
1347	0.02937533998
1348	0.02936232848
1349	0.0293084545
1350	0.02924675535
1351	0.02914170569
1352	0.02911682262
1353	0.02910073795
1354	0.02906958751
1355	0.02906216145
1356	0.02905863149
1357	0.0290355015
1358	0.0290251429
1359	0.02897257847
1360	0.02894943591
1361	0.02894598064
1362	0.02890337995
1363	0.02888795161
1364	0.02887739025
1365	0.0288282032
1366	0.02875703096
1367	0.02873926229
1368	0.02872233871
1369	0.02868310522
1370	0.02866163306
1371	0.02859039154
1372	0.0285620587
1373	0.02853168583
1374	0.02844355748
1375	0.02844120336
1376	0.02840385801
1377	0.02838130677
1378	0.02835933747
1379	0.02834230754
1380	0.02832385162
1381	0.02822877175
1382	0.02822621244
1383	0.02821067057
1384	0.02812321927
1385	0.02811753605
1386	0.0280426386
1387	0.02799321613
1388	0.02795071411
1389	0.02793344149
1390	0.02785392901
1391	0.02782316104
1392	0.02771403746
1393	0.02768876072
1394	0.02762551476
1395	0.02760815168
1396	0.02758201634
1397	0.02754873559
1398	0.02748819748
1399	0.02747864028
1400	0.02746527174
1401	0.02742521481
1402	0.02736886236
1403	0.02734150121
1404	0.02731369848
1405	0.02729561234
1406	0.02727336051
1407	0.0272445441
1408	0.02721711534
1409	0.02720993299
1410	0.027181457
1411	0.02713706619
1412	0.02710601724
1413	0.02708013814
1414	0.02706075093
1415	0.02704406265
1416	0.02701588557
1417	0.02698980676
1418	0.0269636096
1419	0.02695751746
1420	0.02690657934
1421	0.0269006369
1422	0.02687290956
1423	0.02686987558
1424	0.02685566946
1425	0.02684701245
1426	0.02683334035
1427	0.02677241048
1428	0.02676945693
1429	0.02676679043
1430	0.02676397025
1431	0.02673666099
1432	0.02668108718
1433	0.02666593147
1434	0.02663871476
1435	0.02659275125
1436	0.02653868758
1437	0.02649115856
1438	0.02645951492
1439	0.02643887337
1440	0.02643651167
1441	0.02638791146
1442	0.02638582641
1443	0.02638194604
1444	0.02635367016
1445	0.02631690693
1446	0.02628891844
1447	0.02628612457
1448	0.02623458567
1449	0.02623105
1450	0.02621169899
1451	0.02620769432
1452	0.02618023328
1453	0.02615859074
1454	0.02613311028
1455	0.02611430868
1456	0.02610057143
1457	0.02605876317
1458	0.02603268539
1459	0.02598153259
1460	0.02597960371
1461	0.0259551461
1462	0.02592382448
1463	0.02588083781
1464	0.02587624524
1465	0.02585155766
1466	0.02581091891
1467	0.02579890457
1468	0.02575799827
1469	0.02574215106
1470	0.02572912694
1471	0.02571730033
1472	0.02571396821
1473	0.02571220793
1474	0.02563750357
1475	0.02563556952
1476	0.02562887798
1477	0.02558295864
1478	0.02557832997
1479	0.02557587213
1480	0.02556193349
1481	0.02555457798
1482	0.02554915876
1483	0.02552731794
1484	0.02551474969
1485	0.0255047595
1486	0.02548787424
1487	0.02546883985
1488	0.02546572686
1489	0.02544733547
1490	0.02544159456
1491	0.02541754544
1492	0.02540884483
1493	0.02539825959
1494	0.02537986675
1495	0.02529679777
1496	0.02529148007
1497	0.02525807484
1498	0.02524047826
1499	0.02521835556
1500	0.02520291692
1501	0.02517153297
1502	0.02516553672
1503	0.02509715451
1504	0.0250408691
